STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Zone de référence,SECTOR,Secteur institutionnel,COUNTERPART_SECTOR,Secteur institutionnel de contrepartie,TRANSACTION,Transaction,INSTR_ASSET,Instruments financiers et actifs non financiers,ACTIVITY,Activité économique,EXPENDITURE,Dépense,UNIT_MEASURE,Unité de mesure,PRICE_BASE,Type de prix,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Identifiant de tableau,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,REF_YEAR_PRICE,Prix ​​année de référence,CONF_STATUS,Statut de confidentialité,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,CURRENCY,Monnaie
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1996,,1192.371,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1997,,1206.54,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1998,,1217.187,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1999,,1219.15,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2000,,1188.942,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2001,,1160.855,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2002,,1185.611,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2003,,1217.898,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2004,,1219.964,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2005,,1209.484,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2006,,1176.688,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2007,,1193.619,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2008,,1235.851,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2009,,1150.979,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2010,,1123.533,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2011,,1022.163,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2012,,932.776,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2013,,778.682,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2014,,785.555,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2015,,848.162,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2016,,971.008,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2017,,1109.776,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2018,,1294.36,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2019,,1395.413,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CYP,Chypre,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2020,,1364.615,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1996,,15399.824,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1997,,16194.122,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1998,,16116.02,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,1999,,16168.131,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2000,,17158.308,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2001,,17276.991,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2002,,17531.283,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2003,,17880.936,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2004,,18729.816,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2005,,19588.975,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2006,,20500.012,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2007,,20852.161,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2008,,21480.278,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2009,,20506.697,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2010,,21210.238,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2011,,23267.385,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2012,,24469.004,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_OUTPUT(1.0),PIB annuel et ses composantes selon l'approche par la production,I,A,Annuelle,CHL,Chili,S1,Economie totale,S1,Economie totale,B1G,"Valeur ajoutée, brute",_Z,Non applicable,C,Activités de fabrication,_Z,Non-applicable,USD_EXC,"Dollars des É-U, taux de change converti",LR,Volumes chaînés (rebasés),N,Données non transformées,T0101,Tableau 0101  - Valeur ajoutée brute aux prix de base et produit intérieur brut aux prix du marché,2013,,24707.933,,2015,,F,Libre (libre pour publication),1,One,A,Normal value,6,Millions,_Z,N'est pas applicable
