"LOCATION","Pays","SEX","Sexe","AGE","Âge","TIME","Temps","Value","Flag Codes","Flags"
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2016","2016",56020148,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2017","2017",56840036,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2018","2018",57673251,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2019","2019",58532857,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2020","2020",59352940,,
"WLD","Monde","T","Total","TOTAL","Total","1990","1990",5316175861,,
"WLD","Monde","T","Total","TOTAL","Total","1991","1991",5406245865,,
"WLD","Monde","T","Total","TOTAL","Total","1992","1992",5492686095,,
"WLD","Monde","T","Total","TOTAL","Total","1993","1993",5577433522,,
"WLD","Monde","T","Total","TOTAL","Total","1994","1994",5660727994,,
"WLD","Monde","T","Total","TOTAL","Total","1995","1995",5743219455,,
"WLD","Monde","T","Total","TOTAL","Total","1996","1996",5825145298,,
"WLD","Monde","T","Total","TOTAL","Total","1997","1997",5906481261,,
"WLD","Monde","T","Total","TOTAL","Total","1998","1998",5987312479,,
"WLD","Monde","T","Total","TOTAL","Total","1999","1999",6067758459,,
"WLD","Monde","T","Total","TOTAL","Total","2000","2000",6148898977,,
"WLD","Monde","T","Total","TOTAL","Total","2001","2001",6230746981,,
"WLD","Monde","T","Total","TOTAL","Total","2002","2002",6312407361,,
"WLD","Monde","T","Total","TOTAL","Total","2003","2003",6393898365,,
"WLD","Monde","T","Total","TOTAL","Total","2004","2004",6475751477,,
"WLD","Monde","T","Total","TOTAL","Total","2005","2005",6558176119,,
"WLD","Monde","T","Total","TOTAL","Total","2006","2006",6641416216,,
"WLD","Monde","T","Total","TOTAL","Total","2007","2007",6725948545,,
"WLD","Monde","T","Total","TOTAL","Total","2008","2008",6811597272,,
"WLD","Monde","T","Total","TOTAL","Total","2009","2009",6898305911,,
"WLD","Monde","T","Total","TOTAL","Total","2010","2010",6985603103,,
"WLD","Monde","T","Total","TOTAL","Total","2011","2011",7073125423,,
"WLD","Monde","T","Total","TOTAL","Total","2012","2012",7161697923,,
"WLD","Monde","T","Total","TOTAL","Total","2013","2013",7250593368,,
"WLD","Monde","T","Total","TOTAL","Total","2014","2014",7339013420,,
"WLD","Monde","T","Total","TOTAL","Total","2015","2015",7426597538,,
"WLD","Monde","T","Total","TOTAL","Total","2016","2016",7513474235,,
"WLD","Monde","T","Total","TOTAL","Total","2017","2017",7599822403,,
"WLD","Monde","T","Total","TOTAL","Total","2018","2018",7683789831,,
"WLD","Monde","T","Total","TOTAL","Total","2019","2019",7764951032,,
"WLD","Monde","T","Total","TOTAL","Total","2020","2020",7840952880,,
"G20","G20","T","Total","TOTAL","Total","1990","1990",3667347052,,
"G20","G20","T","Total","TOTAL","Total","1991","1991",3721045445,,
"G20","G20","T","Total","TOTAL","Total","1992","1992",3769366349.5,,
"G20","G20","T","Total","TOTAL","Total","1993","1993",3815965692.5,,
"G20","G20","T","Total","TOTAL","Total","1994","1994",3861435365,,
"G20","G20","T","Total","TOTAL","Total","1995","1995",3906041795,,
"G20","G20","T","Total","TOTAL","Total","1996","1996",3949412757.5,,
"G20","G20","T","Total","TOTAL","Total","1997","1997",3992015961,,
"G20","G20","T","Total","TOTAL","Total","1998","1998",4033783497,,
"G20","G20","T","Total","TOTAL","Total","1999","1999",4074879602,,
"G20","G20","T","Total","TOTAL","Total","2000","2000",4116587793.5,,
"G20","G20","T","Total","TOTAL","Total","2001","2001",4157569345.5,,
"G20","G20","T","Total","TOTAL","Total","2002","2002",4196872913.5,,
"G20","G20","T","Total","TOTAL","Total","2003","2003",4237347725.5,,
"G20","G20","T","Total","TOTAL","Total","2004","2004",4277669239,,
"G20","G20","T","Total","TOTAL","Total","2005","2005",4317968527,,
"G20","G20","T","Total","TOTAL","Total","2006","2006",4358028580,,
"G20","G20","T","Total","TOTAL","Total","2007","2007",4398586000.5,,
"G20","G20","T","Total","TOTAL","Total","2008","2008",4439612931,,
"G20","G20","T","Total","TOTAL","Total","2009","2009",4480351036,,
"G20","G20","T","Total","TOTAL","Total","2010","2010",4521907683.5,,
"G20","G20","T","Total","TOTAL","Total","2011","2011",4560899520,,
"G20","G20","T","Total","TOTAL","Total","2012","2012",4601226843.5,,
"G20","G20","T","Total","TOTAL","Total","2013","2013",4641113193.5,,
"G20","G20","T","Total","TOTAL","Total","2014","2014",4680675350,,
"G20","G20","T","Total","TOTAL","Total","2015","2015",4718578248,,
"G20","G20","T","Total","TOTAL","Total","2016","2016",4756550748,,
"G20","G20","T","Total","TOTAL","Total","2017","2017",4793583776,,
"G20","G20","T","Total","TOTAL","Total","2018","2018",4827972507,,
"G20","G20","T","Total","TOTAL","Total","2019","2019",4859437160,,
"G20","G20","T","Total","TOTAL","Total","2020","2020",4888098977,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1990","1990",1107187515,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1991","1991",1119008706,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1992","1992",1129514958.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1993","1993",1139346316.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1994","1994",1148565794,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1995","1995",1157564904,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1996","1996",1166413625.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1997","1997",1175226289,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1998","1998",1183677959,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","1999","1999",1192153433,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2000","2000",1200935330.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2001","2001",1209615142,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2002","2002",1218409936,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2003","2003",1227092276,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2004","2004",1235810451,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2005","2005",1244748629,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2006","2006",1253928808,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2007","2007",1263746034,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2008","2008",1273841861.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2009","2009",1283047768.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2010","2010",1292202158,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2011","2011",1298868939.5,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2012","2012",1306715773.43051,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2013","2013",1314181384.14141,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2014","2014",1322341697.43384,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2015","2015",1330542593.81347,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2016","2016",1339076165.95222,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2017","2017",1346876020.09332,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2018","2018",1354855453.45767,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2019","2019",1363022652.64722,,
"OECD","OCDE - Total","T","Total","TOTAL","Total","2020","2020",1371228167.21647,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1990","1990",418793689,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1991","1991",421369837,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1992","1992",422646655.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1993","1993",423940051.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1994","1994",424914845,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1995","1995",425685108,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1996","1996",426364400.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1997","1997",426941575,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1998","1998",427424910,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","1999","1999",428042160,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2000","2000",428966670.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2001","2001",429346943,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2002","2002",430374563,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2003","2003",432009574.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2004","2004",433611128,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2005","2005",435280223,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2006","2006",436689072,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2007","2007",438279402,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2008","2008",439807807,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2009","2009",440920567,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2010","2010",442067818.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2011","2011",441268697,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2012","2012",441946680.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2013","2013",442402911.5,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2014","2014",443196850,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2015","2015",444085028,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2016","2016",445026049,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2017","2017",445675317,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2018","2018",446457200,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2019","2019",447402405,,
"EU27","Union européenne (27 pays)","T","Total","TOTAL","Total","2020","2020",447805543,,
